,symbol,metric,value
4435,MCD,Ask,261.49 x 1100
4436,MCD,Day's Range,260.60 - 263.85
4437,MCD,52 Week Range,202.73 - 271.15
4438,MCD,Volume,"1,836,101"
4439,MCD,Avg. Volume,"2,702,952"
4440,MCD,Market Cap,195.337B
4441,MCD,Beta (5Y Monthly),0.60
4442,MCD,PE Ratio (TTM),26.95
4443,MCD,EPS (TTM),9.70
4444,MCD,Earnings Date,"Jan 27, 2022"
4445,MCD,Forward Dividend & Yield,5.52 (2.12%)
4446,MCD,Ex-Dividend Date,"Nov 30, 2021"
4447,MCD,1y Target Est,280.03
4448,MCK,Previous Close,254.63
4449,MCK,Open,253.64
4450,MCK,Bid,236.00 x 1400
4451,MCK,Ask,254.89 x 800
4452,MCK,Day's Range,251.90 - 256.85
4453,MCK,52 Week Range,169.34 - 256.85
4454,MCK,Volume,"605,351"
4455,MCK,Avg. Volume,"926,187"
4456,MCK,Market Cap,38.896B
4457,MCK,Beta (5Y Monthly),0.78
4458,MCK,PE Ratio (TTM),N/A
4459,MCK,EPS (TTM),-30.59
4460,MCK,Earnings Date,"Feb 02, 2022"
4461,MCK,Forward Dividend & Yield,1.88 (0.74%)
4462,MCK,Ex-Dividend Date,"Nov 30, 2021"
4463,MCK,1y Target Est,280.46
4464,MDT,Previous Close,108.95
4465,MDT,Open,108.73
4466,MDT,Bid,108.58 x 1200
4467,MDT,Ask,108.63 x 1200
4468,MDT,Day's Range,108.45 - 110.60
4469,MDT,52 Week Range,98.38 - 135.89
4470,MDT,Volume,"5,111,184"
4471,MDT,Avg. Volume,"6,884,673"
4472,MDT,Market Cap,146.261B
4473,MDT,Beta (5Y Monthly),0.79
4474,MDT,PE Ratio (TTM),31.37
4475,MDT,EPS (TTM),3.47
4476,MDT,Earnings Date,"Feb 22, 2022"
4477,MDT,Forward Dividend & Yield,2.52 (2.34%)
4478,MDT,Ex-Dividend Date,"Dec 21, 2021"
4479,MDT,1y Target Est,130.34
4480,MRK,Previous Close,81.20
4481,MRK,Open,80.93
4482,MRK,Bid,81.26 x 4000
4483,MRK,Ask,81.52 x 4000
4484,MRK,Day's Range,80.33 - 81.72
4485,MRK,52 Week Range,68.44 - 91.40
4486,MRK,Volume,"7,904,001"
4487,MRK,Avg. Volume,"13,914,422"
4488,MRK,Market Cap,205.409B
4489,MRK,Beta (5Y Monthly),0.50
4490,MRK,PE Ratio (TTM),28.69
4491,MRK,EPS (TTM),2.83
4492,MRK,Earnings Date,"Feb 03, 2022"
4493,MRK,Forward Dividend & Yield,2.76 (3.38%)
4494,MRK,Ex-Dividend Date,"Dec 14, 2021"
4495,MRK,1y Target Est,92.31
4496,FB,Previous Close,333.26
4497,FB,Open,334.98
4498,FB,Bid,326.25 x 3100
4499,FB,Ask,326.96 x 800
4500,FB,Day's Range,325.76 - 335.61
4501,FB,52 Week Range,244.61 - 384.33
4502,FB,Volume,"14,342,540"
4503,FB,Avg. Volume,"22,085,488"
4504,FB,Market Cap,908.189B
4505,FB,Beta (5Y Monthly),1.28
4506,FB,PE Ratio (TTM),23.36
4507,FB,EPS (TTM),13.97
4508,FB,Earnings Date,"Feb 02, 2022"
4509,FB,Forward Dividend & Yield,N/A (N/A)
4510,FB,Ex-Dividend Date,N/A
4511,FB,1y Target Est,401.01
4512,MET,Previous Close,67.50
4513,MET,Open,67.68
4514,MET,Bid,67.45 x 800
4515,MET,Ask,67.89 x 800
4516,MET,Day's Range,67.21 - 68.03
4517,MET,52 Week Range,47.69 - 68.15
4518,MET,Volume,"2,947,382"
4519,MET,Avg. Volume,"4,509,046"
4520,MET,Market Cap,57.199B
4521,MET,Beta (5Y Monthly),1.27
4522,MET,PE Ratio (TTM),11.35
4523,MET,EPS (TTM),5.99
4524,MET,Earnings Date,"Feb 02, 2022"
4525,MET,Forward Dividend & Yield,1.92 (2.84%)
4526,MET,Ex-Dividend Date,"Nov 08, 2021"
4527,MET,1y Target Est,73.75
4528,MTD,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
4529,MGM,Previous Close,45.39
4530,MGM,Open,45.35
4531,MGM,Bid,44.12 x 800
4532,MGM,Ask,44.13 x 800
4533,MGM,Day's Range,44.06 - 45.50
4534,MGM,52 Week Range,27.81 - 51.17
4535,MGM,Volume,"2,406,979"
4536,MGM,Avg. Volume,"6,036,285"
4537,MGM,Market Cap,20.78B
4538,MGM,Beta (5Y Monthly),2.39
4539,MGM,PE Ratio (TTM),35.53
4540,MGM,EPS (TTM),1.25
4541,MGM,Earnings Date,"Feb 08, 2022 - Feb 14, 2022"
4542,MGM,Forward Dividend & Yield,0.01 (0.02%)
4543,MGM,Ex-Dividend Date,"Dec 09, 2021"
4544,MGM,1y Target Est,55.07
4545,MCHP,Previous Close,85.23
4546,MCHP,Open,86.04
4547,MCHP,Bid,83.32 x 800
4548,MCHP,Ask,85.42 x 1100
4549,MCHP,Day's Range,83.41 - 86.80
4550,MCHP,52 Week Range,64.53 - 90.00
4551,MCHP,Volume,"3,669,225"
4552,MCHP,Avg. Volume,"3,821,704"
4553,MCHP,Market Cap,46.437B
4554,MCHP,Beta (5Y Monthly),1.53
4555,MCHP,PE Ratio (TTM),73.22
4556,MCHP,EPS (TTM),1.14
4557,MCHP,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
4558,MCHP,Forward Dividend & Yield,0.93 (1.09%)
4559,MCHP,Ex-Dividend Date,"Nov 18, 2021"
4560,MCHP,1y Target Est,97.80
4561,MU,Previous Close,95.11
4562,MU,Open,96.50
4563,MU,Bid,95.60 x 1200
4564,MU,Ask,95.55 x 900
4565,MU,Day's Range,95.30 - 98.10
4566,MU,52 Week Range,65.67 - 98.45
4567,MU,Volume,"23,572,332"
4568,MU,Avg. Volume,"19,042,419"
4569,MU,Market Cap,107.073B
4570,MU,Beta (5Y Monthly),1.15
4571,MU,PE Ratio (TTM),14.80
4572,MU,EPS (TTM),6.46
4573,MU,Earnings Date,"Mar 29, 2022 - Apr 04, 2022"
4574,MU,Forward Dividend & Yield,0.20 (0.21%)
4575,MU,Ex-Dividend Date,"Dec 31, 2021"
4576,MU,1y Target Est,109.09
4577,MSFT,Previous Close,318.27
4578,MSFT,Open,320.47
4579,MSFT,Bid,304.90 x 900
4580,MSFT,Ask,305.00 x 1800
4581,MSFT,Day's Range,304.00 - 320.85
4582,MSFT,52 Week Range,212.03 - 349.67
4583,MSFT,Volume,"43,141,818"
4584,MSFT,Avg. Volume,"27,312,193"
4585,MSFT,Market Cap,2.288T
4586,MSFT,Beta (5Y Monthly),0.86
4587,MSFT,PE Ratio (TTM),34.10
4588,MSFT,EPS (TTM),8.94
4589,MSFT,Earnings Date,"Jan 25, 2022"
4590,MSFT,Forward Dividend & Yield,2.48 (0.78%)
4591,MSFT,Ex-Dividend Date,"Feb 16, 2022"
4592,MSFT,1y Target Est,371.23
4593,MAA,Previous Close,229.44
4594,MAA,Open,229.43
4595,MAA,Bid,202.00 x 1200
4596,MAA,Ask,225.90 x 1000
4597,MAA,Day's Range,222.75 - 230.71
4598,MAA,52 Week Range,122.35 - 231.63
4599,MAA,Volume,"570,745"
4600,MAA,Avg. Volume,"530,415"
4601,MAA,Market Cap,26.036B
4602,MAA,Beta (5Y Monthly),0.68
4603,MAA,PE Ratio (TTM),60.67
4604,MAA,EPS (TTM),3.73
4605,MAA,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
4606,MAA,Forward Dividend & Yield,4.35 (1.90%)
4607,MAA,Ex-Dividend Date,"Jan 13, 2022"
4608,MAA,1y Target Est,221.29
4609,MRNA,Previous Close,222.89
4610,MRNA,Open,219.56
4611,MRNA,Bid,210.03 x 900
4612,MRNA,Ask,210.00 x 800
4613,MRNA,Day's Range,209.58 - 221.50
4614,MRNA,52 Week Range,117.34 - 497.49
4615,MRNA,Volume,"7,359,795"
4616,MRNA,Avg. Volume,"11,756,553"
4617,MRNA,Market Cap,85.213B
4618,MRNA,Beta (5Y Monthly),1.21
4619,MRNA,PE Ratio (TTM),12.59
4620,MRNA,EPS (TTM),16.69
4621,MRNA,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
4622,MRNA,Forward Dividend & Yield,N/A (N/A)
4623,MRNA,Ex-Dividend Date,N/A
4624,MRNA,1y Target Est,289.07
4625,MHK,Previous Close,182.18
4626,MHK,Open,183.35
4627,MHK,Bid,182.66 x 800
4628,MHK,Ask,182.88 x 800
4629,MHK,Day's Range,181.85 - 185.43
4630,MHK,52 Week Range,134.09 - 231.80
4631,MHK,Volume,"359,552"
4632,MHK,Avg. Volume,"565,217"
4633,MHK,Market Cap,12.425B
4634,MHK,Beta (5Y Monthly),1.49
4635,MHK,PE Ratio (TTM),3.68
4636,MHK,EPS (TTM),49.90
4637,MHK,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
4638,MHK,Forward Dividend & Yield,N/A (N/A)
4639,MHK,Ex-Dividend Date,N/A
4640,MHK,1y Target Est,213.29
4641,TAP,Previous Close,49.25
4642,TAP,Open,49.22
4643,TAP,Bid,48.43 x 900
4644,TAP,Ask,48.44 x 900
4645,TAP,Day's Range,48.28 - 49.25
4646,TAP,52 Week Range,42.46 - 61.48
4647,TAP,Volume,"1,771,931"
4648,TAP,Avg. Volume,"1,703,775"
4649,TAP,Market Cap,10.557B
4650,TAP,Beta (5Y Monthly),1.07
4651,TAP,PE Ratio (TTM),N/A
4652,TAP,EPS (TTM),-2.05
4653,TAP,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
4654,TAP,Forward Dividend & Yield,0.68 (1.38%)
4655,TAP,Ex-Dividend Date,"Dec 02, 2021"
4656,TAP,1y Target Est,54.05
4657,MDLZ,Previous Close,67.37
4658,MDLZ,Open,67.25
4659,MDLZ,Bid,67.54 x 2900
4660,MDLZ,Ask,67.55 x 1000
4661,MDLZ,Day's Range,67.08 - 67.77
4662,MDLZ,52 Week Range,52.91 - 67.96
4663,MDLZ,Volume,"5,742,321"
4664,MDLZ,Avg. Volume,"6,546,266"
4665,MDLZ,Market Cap,94.356B
4666,MDLZ,Beta (5Y Monthly),0.75
4667,MDLZ,PE Ratio (TTM),21.53
4668,MDLZ,EPS (TTM),3.14
4669,MDLZ,Earnings Date,"Jan 27, 2022"
4670,MDLZ,Forward Dividend & Yield,1.40 (2.08%)
4671,MDLZ,Ex-Dividend Date,"Dec 30, 2021"
4672,MDLZ,1y Target Est,71.61
4673,MPWR,Previous Close,493.33
4674,MPWR,Open,491.79
4675,MPWR,Bid,490.95 x 1000
4676,MPWR,Ask,491.68 x 1000
4677,MPWR,Day's Range,486.00 - 497.00
4678,MPWR,52 Week Range,301.51 - 580.00
4679,MPWR,Volume,"161,371"
4680,MPWR,Avg. Volume,"313,453"
4681,MPWR,Market Cap,22.678B
4682,MPWR,Beta (5Y Monthly),0.91
4683,MPWR,PE Ratio (TTM),110.31
4684,MPWR,EPS (TTM),4.46
4685,MPWR,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
4686,MPWR,Forward Dividend & Yield,2.40 (0.49%)
4687,MPWR,Ex-Dividend Date,"Dec 30, 2021"
4688,MPWR,1y Target Est,603.29
4689,MNST,Previous Close,93.98
4690,MNST,Open,94.35
4691,MNST,Bid,94.37 x 1000
4692,MNST,Ask,94.10 x 1100
4693,MNST,Day's Range,93.66 - 95.05
4694,MNST,52 Week Range,80.92 - 99.89
4695,MNST,Volume,"1,650,727"
4696,MNST,Avg. Volume,"2,343,333"
4697,MNST,Market Cap,49.935B
4698,MNST,Beta (5Y Monthly),1.12
4699,MNST,PE Ratio (TTM),33.00
4700,MNST,EPS (TTM),2.86
4701,MNST,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
4702,MNST,Forward Dividend & Yield,N/A (N/A)
4703,MNST,Ex-Dividend Date,N/A
4704,MNST,1y Target Est,105.79
4705,MCO,Previous Close,367.86
4706,MCO,Open,369.65
4707,MCO,Bid,360.00 x 3100
4708,MCO,Ask,588.40 x 900
4709,MCO,Day's Range,368.00 - 373.37
4710,MCO,52 Week Range,261.38 - 407.94
4711,MCO,Volume,"607,074"
4712,MCO,Avg. Volume,"615,519"
4713,MCO,Market Cap,69.322B
4714,MCO,Beta (5Y Monthly),1.16
4715,MCO,PE Ratio (TTM),33.41
4716,MCO,EPS (TTM),11.16
4717,MCO,Earnings Date,"Feb 10, 2022 - Feb 14, 2022"
4718,MCO,Forward Dividend & Yield,2.48 (0.67%)
4719,MCO,Ex-Dividend Date,"Nov 22, 2021"
4720,MCO,1y Target Est,429.18
4721,MS,Previous Close,103.05
4722,MS,Open,103.43
4723,MS,Bid,102.00 x 1300
4724,MS,Ask,102.43 x 1000
4725,MS,Day's Range,102.14 - 104.34
4726,MS,52 Week Range,66.85 - 106.47
4727,MS,Volume,"6,237,962"
4728,MS,Avg. Volume,"8,748,684"
4729,MS,Market Cap,184.017B
4730,MS,Beta (5Y Monthly),1.52
4731,MS,PE Ratio (TTM),13.09
4732,MS,EPS (TTM),7.83
4733,MS,Earnings Date,"Jan 19, 2022"
4734,MS,Forward Dividend & Yield,2.80 (2.72%)
4735,MS,Ex-Dividend Date,"Oct 28, 2021"
4736,MS,1y Target Est,N/A
4737,MOS,Previous Close,41.91
4738,MOS,Open,42.00
4739,MOS,Bid,41.51 x 900
4740,MOS,Ask,41.52 x 800
4741,MOS,Day's Range,41.50 - 42.91
4742,MOS,52 Week Range,25.63 - 43.24
4743,MOS,Volume,"4,031,490"
4744,MOS,Avg. Volume,"5,046,973"
4745,MOS,Market Cap,15.413B
4746,MOS,Beta (5Y Monthly),1.78
4747,MOS,PE Ratio (TTM),8.91
4748,MOS,EPS (TTM),4.67
4749,MOS,Earnings Date,"Feb 15, 2022 - Feb 21, 2022"
4750,MOS,Forward Dividend & Yield,0.45 (1.11%)
4751,MOS,Ex-Dividend Date,"Mar 02, 2022"
4752,MOS,1y Target Est,46.31
4753,MSI,Previous Close,256.85
4754,MSI,Open,256.52
4755,MSI,Bid,252.01 x 800
4756,MSI,Ask,252.17 x 900
4757,MSI,Day's Range,250.69 - 258.39
4758,MSI,52 Week Range,167.07 - 273.65
4759,MSI,Volume,"855,326"
4760,MSI,Avg. Volume,"665,495"
4761,MSI,Market Cap,42.376B
4762,MSI,Beta (5Y Monthly),0.77
4763,MSI,PE Ratio (TTM),34.63
4764,MSI,EPS (TTM),7.24
4765,MSI,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
4766,MSI,Forward Dividend & Yield,3.16 (1.23%)
4767,MSI,Ex-Dividend Date,"Dec 14, 2021"
4768,MSI,1y Target Est,270.60
4769,MSCI,Previous Close,559.08
4770,MSCI,Open,559.04
4771,MSCI,Bid,533.58 x 900
4772,MSCI,Ask,532.59 x 800
4773,MSCI,Day's Range,530.56 - 564.04
4774,MSCI,52 Week Range,380.00 - 679.85
4775,MSCI,Volume,"557,772"
4776,MSCI,Avg. Volume,"335,684"
4777,MSCI,Market Cap,43.978B
4778,MSCI,Beta (5Y Monthly),0.95
4779,MSCI,PE Ratio (TTM),64.73
4780,MSCI,EPS (TTM),8.24
4781,MSCI,Earnings Date,"Jan 27, 2022"
4782,MSCI,Forward Dividend & Yield,3.64 (0.65%)
4783,MSCI,Ex-Dividend Date,"Nov 10, 2021"
4784,MSCI,1y Target Est,696.00
4785,NDAQ,Previous Close,193.24
4786,NDAQ,Open,193.35
4787,NDAQ,Bid,186.62 x 800
4788,NDAQ,Ask,194.70 x 800
4789,NDAQ,Day's Range,186.75 - 194.04
4790,NDAQ,52 Week Range,134.21 - 214.96
4791,NDAQ,Volume,"1,354,738"
4792,NDAQ,Avg. Volume,"767,677"
4793,NDAQ,Market Cap,31.307B
4794,NDAQ,Beta (5Y Monthly),0.83
4795,NDAQ,PE Ratio (TTM),27.24
4796,NDAQ,EPS (TTM),6.87
4797,NDAQ,Earnings Date,"Jan 26, 2022"
4798,NDAQ,Forward Dividend & Yield,2.16 (1.12%)
4799,NDAQ,Ex-Dividend Date,"Dec 02, 2021"
4800,NDAQ,1y Target Est,223.07
4801,NTAP,Previous Close,94.70
4802,NTAP,Open,95.25
4803,NTAP,Bid,95.74 x 800
4804,NTAP,Ask,95.80 x 900
4805,NTAP,Day's Range,94.45 - 96.29
4806,NTAP,52 Week Range,58.83 - 96.61
4807,NTAP,Volume,"2,379,841"
4808,NTAP,Avg. Volume,"1,639,822"
4809,NTAP,Market Cap,21.223B
4810,NTAP,Beta (5Y Monthly),1.20
4811,NTAP,PE Ratio (TTM),23.21
4812,NTAP,EPS (TTM),4.11
4813,NTAP,Earnings Date,"Feb 23, 2022"
4814,NTAP,Forward Dividend & Yield,2.00 (2.11%)
4815,NTAP,Ex-Dividend Date,"Jan 06, 2022"
4816,NTAP,1y Target Est,98.85
4817,NFLX,Previous Close,537.22
4818,NFLX,Open,537.06
4819,NFLX,Bid,518.90 x 1000
4820,NFLX,Ask,520.00 x 1800
4821,NFLX,Day's Range,518.26 - 540.64
4822,NFLX,52 Week Range,478.54 - 700.99
4823,NFLX,Volume,"4,192,271"
4824,NFLX,Avg. Volume,"3,437,534"
4825,NFLX,Market Cap,229.981B
4826,NFLX,Beta (5Y Monthly),0.81
4827,NFLX,PE Ratio (TTM),46.81
4828,NFLX,EPS (TTM),11.09
4829,NFLX,Earnings Date,"Jan 20, 2022"
4830,NFLX,Forward Dividend & Yield,N/A (N/A)
4831,NFLX,Ex-Dividend Date,N/A
4832,NFLX,1y Target Est,665.00
4833,NWL,Previous Close,23.08
4834,NWL,Open,23.09
4835,NWL,Bid,0.00 x 1000
4836,NWL,Ask,0.00 x 2200
4837,NWL,Day's Range,23.08 - 23.34
4838,NWL,52 Week Range,20.36 - 30.10
4839,NWL,Volume,"2,260,412"
4840,NWL,Avg. Volume,"2,844,998"
4841,NWL,Market Cap,9.844B
4842,NWL,Beta (5Y Monthly),0.96
4843,NWL,PE Ratio (TTM),16.41
4844,NWL,EPS (TTM),1.41
4845,NWL,Earnings Date,"Feb 10, 2022 - Feb 14, 2022"
4846,NWL,Forward Dividend & Yield,0.92 (3.98%)
4847,NWL,Ex-Dividend Date,"Nov 29, 2021"
4848,NWL,1y Target Est,28.00
4849,NEM,Previous Close,61.52
4850,NEM,Open,61.47
4851,NEM,Bid,61.22 x 1800
4852,NEM,Ask,61.23 x 1000
4853,NEM,Day's Range,61.22 - 61.86
4854,NEM,52 Week Range,52.60 - 75.31
4855,NEM,Volume,"4,261,643"
4856,NEM,Avg. Volume,"6,506,228"
4857,NEM,Market Cap,48.899B
4858,NEM,Beta (5Y Monthly),0.28
4859,NEM,PE Ratio (TTM),24.17
4860,NEM,EPS (TTM),2.54
4861,NEM,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
4862,NEM,Forward Dividend & Yield,2.20 (3.61%)
4863,NEM,Ex-Dividend Date,"Dec 08, 2021"
4864,NEM,1y Target Est,96.82
4865,NWSA,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
4866,NWS,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
4867,NEE,Previous Close,85.09
4868,NEE,Open,85.58
4869,NEE,Bid,84.80 x 1100
4870,NEE,Ask,85.98 x 900
4871,NEE,Day's Range,84.72 - 85.81
4872,NEE,52 Week Range,68.33 - 93.73
4873,NEE,Volume,"7,200,646"
4874,NEE,Avg. Volume,"7,052,336"
4875,NEE,Market Cap,166.586B
4876,NEE,Beta (5Y Monthly),0.30
4877,NEE,PE Ratio (TTM),138.27
4878,NEE,EPS (TTM),0.61
4879,NEE,Earnings Date,"Jan 25, 2022"
4880,NEE,Forward Dividend & Yield,1.54 (1.81%)
4881,NEE,Ex-Dividend Date,"Nov 24, 2021"
4882,NEE,1y Target Est,95.30
4883,NLSN,Previous Close,21.39
4884,NLSN,Open,20.09
4885,NLSN,Bid,20.12 x 900
4886,NLSN,Ask,20.14 x 900
4887,NLSN,Day's Range,19.92 - 20.25
4888,NLSN,52 Week Range,18.76 - 28.42
4889,NLSN,Volume,"1,138,412"
4890,NLSN,Avg. Volume,"3,480,795"
4891,NLSN,Market Cap,7.243B
4892,NLSN,Beta (5Y Monthly),1.42
4893,NLSN,PE Ratio (TTM),9.24
4894,NLSN,EPS (TTM),2.18
4895,NLSN,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
4896,NLSN,Forward Dividend & Yield,0.24 (1.12%)
4897,NLSN,Ex-Dividend Date,"Nov 17, 2021"
4898,NLSN,1y Target Est,26.25
4899,NKE,Previous Close,152.21
4900,NKE,Open,153.20
4901,NKE,Bid,149.30 x 800
4902,NKE,Ask,149.87 x 1400
4903,NKE,Day's Range,149.02 - 153.57
4904,NKE,52 Week Range,125.44 - 179.10
4905,NKE,Volume,"4,119,857"
4906,NKE,Avg. Volume,"5,630,961"
4907,NKE,Market Cap,236.547B
4908,NKE,Beta (5Y Monthly),0.92
4909,NKE,PE Ratio (TTM),39.26
4910,NKE,EPS (TTM),3.81
4911,NKE,Earnings Date,"Mar 16, 2022 - Mar 21, 2022"
4912,NKE,Forward Dividend & Yield,1.22 (0.80%)
4913,NKE,Ex-Dividend Date,"Dec 03, 2021"
4914,NKE,1y Target Est,184.03
4915,NI,Previous Close,27.61
4916,NI,Open,27.60
4917,NI,Bid,27.51 x 1800
4918,NI,Ask,27.52 x 900
4919,NI,Day's Range,27.20 - 27.62
4920,NI,52 Week Range,21.09 - 27.85
4921,NI,Volume,"1,913,384"
4922,NI,Avg. Volume,"3,906,223"
4923,NI,Market Cap,10.793B
4924,NI,Beta (5Y Monthly),0.32
4925,NI,PE Ratio (TTM),25.10
4926,NI,EPS (TTM),1.10
4927,NI,Earnings Date,"Feb 15, 2022 - Feb 21, 2022"
4928,NI,Forward Dividend & Yield,0.88 (3.19%)
4929,NI,Ex-Dividend Date,"Oct 28, 2021"
4930,NI,1y Target Est,28.45
4931,NSC,Previous Close,288.18
4932,NSC,Open,288.70
4933,NSC,Bid,289.66 x 800
4934,NSC,Ask,289.82 x 1000
4935,NSC,Day's Range,288.19 - 291.55
4936,NSC,52 Week Range,230.15 - 299.20
4937,NSC,Volume,"628,235"
4938,NSC,Avg. Volume,"1,138,717"
4939,NSC,Market Cap,70.476B
4940,NSC,Beta (5Y Monthly),1.36
4941,NSC,PE Ratio (TTM),24.93
4942,NSC,EPS (TTM),11.62
4943,NSC,Earnings Date,"Jan 26, 2022"
4944,NSC,Forward Dividend & Yield,4.36 (1.51%)
4945,NSC,Ex-Dividend Date,"Nov 04, 2021"
4946,NSC,1y Target Est,307.26
4947,NTRS,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
4948,NOC,Previous Close,385.53
4949,NOC,Open,387.54
4950,NOC,Bid,397.00 x 800
4951,NOC,Ask,396.75 x 1200
4952,NOC,Day's Range,387.54 - 397.85
4953,NOC,52 Week Range,282.88 - 408.03
4954,NOC,Volume,"692,824"
4955,NOC,Avg. Volume,"744,952"
4956,NOC,Market Cap,62.462B
4957,NOC,Beta (5Y Monthly),0.81
4958,NOC,PE Ratio (TTM),14.00
4959,NOC,EPS (TTM),28.35
4960,NOC,Earnings Date,"Jan 27, 2022"
4961,NOC,Forward Dividend & Yield,6.28 (1.63%)
4962,NOC,Ex-Dividend Date,"Nov 26, 2021"
4963,NOC,1y Target Est,399.35
4964,NLOK,Previous Close,26.58
4965,NLOK,Open,26.56
4966,NLOK,Bid,26.53 x 800
4967,NLOK,Ask,26.54 x 900
4968,NLOK,Day's Range,26.50 - 26.69
4969,NLOK,52 Week Range,19.41 - 28.92
4970,NLOK,Volume,"378,823"
4971,NLOK,Avg. Volume,"3,787,903"
4972,NLOK,Market Cap,15.457B
4973,NLOK,Beta (5Y Monthly),1.08
4974,NLOK,PE Ratio (TTM),17.76
4975,NLOK,EPS (TTM),1.50
4976,NLOK,Earnings Date,"Feb 03, 2022"
4977,NLOK,Forward Dividend & Yield,0.50 (1.86%)
4978,NLOK,Ex-Dividend Date,"Nov 19, 2021"
4979,NLOK,1y Target Est,29.11
4980,NCLH,Previous Close,22.22
4981,NCLH,Open,22.47
4982,NCLH,Bid,22.85 x 1300
4983,NCLH,Ask,22.87 x 2900
4984,NCLH,Day's Range,22.33 - 23.74
4985,NCLH,52 Week Range,17.78 - 34.49
4986,NCLH,Volume,"25,171,921"
4987,NCLH,Avg. Volume,"20,740,839"
4988,NCLH,Market Cap,9.634B
4989,NCLH,Beta (5Y Monthly),2.69
4990,NCLH,PE Ratio (TTM),N/A
4991,NCLH,EPS (TTM),-10.77
4992,NCLH,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
4993,NCLH,Forward Dividend & Yield,N/A (N/A)
4994,NCLH,Ex-Dividend Date,N/A
4995,NCLH,1y Target Est,30.77
4996,NRG,Previous Close,41.33
4997,NRG,Open,41.47
4998,NRG,Bid,40.81 x 800
4999,NRG,Ask,40.87 x 800
5000,NRG,Day's Range,40.80 - 41.70
5001,NRG,52 Week Range,31.94 - 46.10
5002,NRG,Volume,"1,584,446"
5003,NRG,Avg. Volume,"2,382,923"
5004,NRG,Market Cap,10.014B
5005,NRG,Beta (5Y Monthly),0.86
5006,NRG,PE Ratio (TTM),4.10
5007,NRG,EPS (TTM),9.98
5008,NRG,Earnings Date,"Feb 28, 2022 - Mar 04, 2022"
5009,NRG,Forward Dividend & Yield,1.30 (3.15%)
5010,NRG,Ex-Dividend Date,"Oct 29, 2021"
5011,NRG,1y Target Est,46.30
5012,NUE,Previous Close,114.72
5013,NUE,Open,114.00
5014,NUE,Bid,112.18 x 800
5015,NUE,Ask,113.45 x 1000
5016,NUE,Day's Range,112.29 - 116.17
5017,NUE,52 Week Range,47.94 - 128.81
5018,NUE,Volume,"2,274,524"
5019,NUE,Avg. Volume,"3,367,746"
5020,NUE,Market Cap,32.215B
5021,NUE,Beta (5Y Monthly),1.45
5022,NUE,PE Ratio (TTM),6.80
5023,NUE,EPS (TTM),16.58
5024,NUE,Earnings Date,"Jan 27, 2022"
5025,NUE,Forward Dividend & Yield,2.00 (1.74%)
5026,NUE,Ex-Dividend Date,"Dec 30, 2021"
5027,NUE,1y Target Est,109.88
5028,NVDA,Previous Close,279.99
5029,NVDA,Open,283.79
5030,NVDA,Bid,266.05 x 900
5031,NVDA,Ask,266.15 x 900
5032,NVDA,Day's Range,265.00 - 284.48
5033,NVDA,52 Week Range,115.67 - 346.47
5034,NVDA,Volume,"53,544,368"
5035,NVDA,Avg. Volume,"45,114,120"
5036,NVDA,Market Cap,662.249B
5037,NVDA,Beta (5Y Monthly),1.31
5038,NVDA,PE Ratio (TTM),81.95
5039,NVDA,EPS (TTM),3.24
5040,NVDA,Earnings Date,"Feb 22, 2022 - Feb 28, 2022"
5041,NVDA,Forward Dividend & Yield,0.16 (0.06%)
5042,NVDA,Ex-Dividend Date,"Dec 01, 2021"
5043,NVDA,1y Target Est,341.20
5044,NVR,Previous Close,"5,438.88"
5045,NVR,Open,"5,418.75"
5046,NVR,Bid,"5,476.00 x 800"
5047,NVR,Ask,"5,639.00 x 1800"
5048,NVR,Day's Range,"5,250.63 - 5,528.20"
5049,NVR,52 Week Range,"3,885.00 - 5,982.45"
5050,NVR,Volume,"17,112"
5051,NVR,Avg. Volume,"19,163"
5052,NVR,Market Cap,19.209B
5053,NVR,Beta (5Y Monthly),0.99
5054,NVR,PE Ratio (TTM),17.88
5055,NVR,EPS (TTM),308.41
5056,NVR,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
5057,NVR,Forward Dividend & Yield,N/A (N/A)
5058,NVR,Ex-Dividend Date,N/A
5059,NVR,1y Target Est,"5,962.50"
5060,NXPI,Previous Close,229.02
5061,NXPI,Open,231.99
5062,NXPI,Bid,223.25 x 1000
5063,NXPI,Ask,221.01 x 800
